0,-546.85077,-21.585484,58.679604,3.122096,16.851078,9.978623,-18.847418,19.85595,-13.719173,12.469924,-6.100602,9.671227,2.8798058,-0.95403665,0.70164293,-0.8801531,-0.06694846,-0.077446654,-0.29315284,0.011634128,-0.28364563,0.3340938,-0.12718213,0.124905534,0.059206717,0.08391095,0.3723957,-0.20393786,0.111573316,0.04362244,0.090394795,0.008661124,-0.050996292,-0.03546463,-0.0018063545,0.0051834323,0.038650412,0.055196416,-0.0029605592,-27.7596582,0.8965,0.0525000,0.0825000,0.0825000,0.1325000,0.1325000,0.2025000,0.2025000,0.4425000,0.4425000,0.5225000,-27.809265,-29.017109,-27.897661,-26.918159,-27.156097
0,-546.0119,-17.8684,50.919563,7.279276,14.1581545,9.395593,-13.255886,18.6725,-11.811568,7.8852825,-1.7218381,6.647435,6.876677,-0.45761055,0.31452242,-0.06642597,-0.2705508,-0.10658101,-0.080098785,0.039615154,-0.17625642,-0.05026974,-0.13000424,0.042247817,0.081189185,-0.032503977,0.31548336,-0.13026626,0.010484094,-0.0027488456,0.041367624,-0.03420349,-0.057145897,0.018679013,0.026472116,-0.0047482643,-0.009937028,-0.029194102,-0.015081122,-27.2174042,0.9605,0.0425000,0.0725000,0.0725000,0.1325000,0.1325000,0.1925000,0.1925000,0.4325000,0.4325000,0.5225000,-25.600784,-29.91139,-25.909281,-26.796696,-27.86887
0,-625.4306,25.625086,51.17665,16.632702,11.197588,18.139072,-20.654343,17.571085,-8.534739,12.567203,0.9219145,-0.6024508,19.467632,-2.6298997,0.17202759,-0.7019289,-0.49564624,0.33697733,-0.040538106,0.21551515,0.12841737,0.23976235,-0.21788278,-0.03619074,-0.0026043556,-0.20019034,0.035763904,0.12138811,0.08312218,0.018623443,0.0009641851,-0.0041147526,-0.02975023,-0.03671158,-0.03717645,0.0039141485,0.041121043,-0.01667682,-0.0042867013,-28.03769,0.9925,0.0425000,0.1025000,0.1025000,0.2425000,0.2425000,0.4225000,0.4225000,0.4525000,0.4525000,0.6725000,-28.69908,-29.330526,-27.653612,-28.416098,-26.089134
0,-657.2792,31.961603,63.886585,31.403128,5.9609795,18.890642,-11.868933,19.285725,-10.813454,10.645536,-0.3025494,-3.6373432,16.217596,-2.687445,0.45847726,-0.5647033,-0.6374624,0.5233549,0.0029908593,0.167601,0.1262098,0.32324678,-0.13207117,0.030213406,-0.066617556,-0.14645813,0.08863194,0.07238876,0.079106025,-0.024320856,-0.01794398,-0.06645919,-0.023241093,0.016114937,-0.00011168609,0.02150405,0.019882947,-0.008253094,0.003488135,-28.6577694,1.0565,0.0425000,0.1025000,0.1025000,0.2525000,0.2525000,0.4525000,0.4525000,0.5425000,0.5425000,0.7225000,-28.61178,-28.961445,-29.127787,-28.237968,-28.349867
0,-575.1689,39.51513,56.551815,29.34775,1.5637467,18.520727,-17.171494,15.775359,-12.861032,10.090321,1.700777,-3.1693258,16.498018,-2.801636,0.6644957,-0.55835,-0.5097981,0.53789604,-0.14735368,0.21770996,0.075066864,0.43597242,-0.046284344,0.27842656,0.12296345,0.029441362,0.05071961,-0.04059831,0.012404381,-0.012753271,0.09806386,-0.0084163565,0.054840233,0.006705679,-0.06839769,-0.039414447,0.022269407,-0.053117413,-0.028234916,-28.555094399999998,0.9285,0.0425000,0.1125000,0.1125000,0.2725000,0.2725000,0.4725000,0.4725000,0.5425000,0.5425000,0.7025000,-29.251696,-25.958712,-28.489212,-31.010254,-28.065598
0,-482.60358,16.673956,51.801666,30.275677,-12.517342,18.982025,-25.567436,12.625569,-15.449255,9.79751,-2.9401052,-4.8467755,23.932507,-2.752318,0.39998692,-0.20937416,-0.37060052,0.8295738,0.35619047,0.28269938,0.2872972,0.40206185,0.023637198,0.11354122,-0.021245731,-0.19985393,-0.041858494,0.029549384,-0.013435814,-0.059225406,-0.010629219,-0.023811989,-0.05319912,0.006711875,0.0015620791,-0.023980299,-0.023434129,-0.056965392,0.012589676,-27.2813262,0.8965,0.0425000,0.1625000,0.1625000,0.3025000,0.3025000,0.5225000,0.5225000,0.5725000,0.5725000,0.7625000,-26.184254,-28.450912,-27.889166,-27.799877,-26.082422
0,-502.15192,2.5949035,67.46565,14.720557,-9.575552,12.727097,-26.911575,19.940596,-19.56982,11.646491,-2.2015328,-0.14912528,14.084101,-2.8275018,0.053771723,-0.37134016,-0.4693427,0.86675704,0.27721834,0.39583638,0.29058117,0.41864288,0.02388872,0.100783326,0.16561437,0.0012921635,-0.21528059,0.1188126,0.08037593,0.009107928,-0.07863925,-0.10904524,0.08063377,-0.10674226,-0.04731791,0.021329498,0.06434547,0.016017059,-0.088957116,-27.819558400000002,0.9695625,0.0425000,0.2325000,0.2325000,0.2625000,0.2625000,0.4225000,0.4225000,0.7025000,0.7025000,0.8325000,-23.862974,-30.839355,-28.280991,-27.70163,-28.412842
0,-506.35498,-37.992046,80.991264,-3.8109767,16.497684,7.6884255,-12.166173,18.321089,-14.425182,12.7318,-6.584418,8.8460045,4.3503437,-2.63448,0.26673234,-0.579794,-0.48463377,0.56921744,0.04356305,0.24747875,-0.07931238,0.34499148,-0.13897616,0.25629616,0.07233646,-0.013764274,0.010771112,0.033212364,-0.01874494,0.02255205,-0.011738163,0.030339299,-0.044769026,-0.00037354708,0.0022878188,-0.040120773,-0.002636025,-0.010650347,0.044786572,-27.4097466,0.9925,0.0425000,0.0725000,0.0725000,0.2325000,0.2325000,0.3125000,0.3125000,0.5625000,0.5625000,0.6725000,-30.501175,-24.18075,-28.534065,-25.753653,-28.07909
0,-543.68506,-35.38638,81.935165,-2.8973086,15.076238,8.224402,-7.7696877,19.207817,-14.649274,13.116761,-5.4810743,9.670629,2.7930317,-2.8044546,0.56108344,-0.4278757,-0.43609965,0.5781536,-0.02806123,0.13235833,-0.2577629,0.2380501,-0.43864116,0.09986656,0.07554739,-0.06580439,0.018700888,-0.017914148,0.047354903,-0.035367176,-0.021671306,0.014884777,-0.020800563,0.06730081,0.025750654,0.0059444346,-0.051331475,-0.001150416,-0.0022261555,-28.044896599999998,1.0375,0.0425000,0.0825000,0.0825000,0.2725000,0.2725000,0.3525000,0.3525000,0.6125000,0.6125000,0.6925000,-31.659622,-27.019554,-26.290604,-25.622379,-29.632324
0,-501.4073,-17.01479,91.590195,19.978783,5.39893,18.867918,-18.383112,23.907225,-20.885412,16.152699,-3.4819186,7.331158,11.682387,-3.8355272,0.22851011,-0.44596612,-0.71543723,0.633444,0.043605115,0.37585998,0.08099721,0.33089504,-0.028514644,0.10261439,0.4095919,-0.032635063,0.050557084,0.0005740545,0.0070763966,-0.09469514,0.08187749,-0.0019533795,-0.1351708,-0.013525506,0.040793415,-0.015685612,-0.105370596,-0.07883723,-0.0366887,-27.9136956,0.8394375,0.0425000,0.1925000,0.1925000,0.2325000,0.2325000,0.3925000,0.3925000,0.6225000,0.6225000,0.7025000,-26.315697,-32.235146,-25.502804,-26.419189,-29.095642
